id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
head-graphene-touch-speed-pro,Head Graphene Touch Speed Pro,,100,324,32.3,6 pts HL,311,63,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=13.8 vibration=146Hz power=40% sweetzone=15sqin
head-graphene-touch-speed-s,Head Graphene Touch Speed S,,100,304,33.5,2 pts HL,308,68,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.8 vibration=154Hz power=40% sweetzone=15sqin
head-graphene-xt-extreme-lite,Head Graphene XT Extreme Lite,,100,282,35,2 pts HH,305,62,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.6 vibration=144Hz power=39% sweetzone=14sqin
head-graphene-xt-extreme-mp-a,Head Graphene XT Extreme MP A,,100,309,33,4 pts HL,309,65,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14 vibration=145Hz power=40% sweetzone=15sqin
head-graphene-xt-extreme-pro,Head Graphene XT Extreme Pro,,100,340,32.7,5 pts HL,331,69,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=16.7 vibration=153Hz power=42% sweetzone=18sqin
head-graphene-xt-prestige-midplus,Head Graphene XT Prestige Midplus,,98,336,32,7 pts HL,317,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.5 vibration=149Hz power=40% sweetzone=16sqin
head-graphene-xt-prestige-pro,Head Graphene XT Prestige Pro,,98,332,32.5,6 pts HL,328,64,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=13.8 vibration=139Hz power=42% sweetzone=17sqin
head-graphene-xt-prestige-rev-pro,Head Graphene XT Prestige Rev Pro,,93,311,32.8,5 pts HL,319,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=11.6 vibration=140Hz power=40% sweetzone=15sqin
head-graphene-xt-prestige-s,Head Graphene XT Prestige S,,98,324,33.4,3 pts HL,317,62,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.7 vibration=142Hz power=40% sweetzone=15sqin
head-graphene-xt-radical-lite,Head Graphene XT Radical Lite,,102,273,35.6,4 pts HH,302,59,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.9 vibration=140Hz power=39% sweetzone=14sqin
head-graphene-xt-radical-mp-a,Head Graphene XT Radical MP A,,98,310,32.8,5 pts HL,315,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14 vibration=144Hz power=40% sweetzone=16sqin
head-graphene-xt-radical-pro,Head Graphene XT Radical Pro,,98,330,33,4 pts HL,336,68,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=151Hz power=43% sweetzone=18sqin
head-graphene-xt-radical-s,Head Graphene XT Radical S,,102,292,33.5,2 pts HL,300,60,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14 vibration=138Hz power=38% sweetzone=14sqin
head-graphene-xt-speed-mpa,Head Graphene XT Speed MPA,,100,320,33.5,2 pts HL,326,69,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=146Hz power=41% sweetzone=16sqin
head-graphene-xt-speed-pro,Head Graphene XT Speed Pro,,100,329,31.8,8 pts HL,311,68,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=13.4 vibration=147Hz power=40% sweetzone=15sqin
head-graphene-xt-speed-rev-pro,Head Graphene XT Speed Rev Pro,,98,284,34.9,Even,319,64,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=13.7 vibration=148Hz power=41% sweetzone=16sqin length=27.4in
head-graphene-xt-speed-s,Head Graphene XT Speed S,,100,303,34,1 pts HL,315,69,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.2 vibration=149Hz power=40% sweetzone=15sqin
head-gravity-mp-2025,Head Gravity MP 2025,2025,100,312,33.5,2 pts HL,323,57,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=14.7 vibration=137Hz power=41% sweetzone=17sqin
head-gravity-mp-l-2025,Head Gravity MP L 2025,2025,100,295,33.8,2 pts HL,308,57,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=14.6 vibration=139Hz power=39% sweetzone=15sqin
head-gravity-pro-2025,Head Gravity Pro 2025,2025,100,332,32,7 pts HL,329,59,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.9 vibration=147Hz power=42% sweetzone=17sqin
head-gravity-team-2025,Head Gravity Team 2025,2025,104,283,33.5,2 pts HL,304,57,"22,22,22",16x20,"48,57",Medium,Medium,Medium,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=15 vibration=130Hz power=39% sweetzone=15sqin
head-gravity-tour-2025,Head Gravity Tour 2025,2025,98,323,33,4 pts HL,328,59,"22,22,22",16x19,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=15.5 vibration=139Hz power=42% sweetzone=17sqin
head-liquid-metal-radical-mp,Head Liquid Metal Radical MP,,98,312,33.7,2 pts HL,319,64,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=145Hz power=40% sweetzone=15sqin
head-liquid-metal-radical-os,Head Liquid Metal Radical OS,,107,310,33.7,2 pts HL,324,58,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.4 vibration=132Hz power=40% sweetzone=16sqin
head-prestige-classic-2-0,Head Prestige Classic 2.0,,93,349,31.8,8 pts HL,329,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Standard,TWU: twistweight=13.8 vibration=141Hz power=42% sweetzone=17sqin
head-prestige-mp-2021,Head Prestige MP 2021,2021,99,326,33.2,3 pts HL,334,66,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",All-Rounder,TWU: twistweight=15.6 vibration=141Hz power=42% sweetzone=18sqin
head-prestige-mp-l-2023,Head Prestige MP L 2023,2023,99,318,32.5,6 pts HL,309,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",All-Rounder,TWU: twistweight=14.2 vibration=145Hz power=40% sweetzone=15sqin
head-prestige-pro-2021,Head Prestige Pro 2021,2021,98,337,32.5,6 pts HL,327,60,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.4 vibration=133Hz power=41% sweetzone=17sqin
head-prestige-pro-2023,Head Prestige Pro 2023,2023,98,337,32,7 pts HL,324,58,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.5 vibration=137Hz power=41% sweetzone=17sqin
head-prestige-tour-2021,Head Prestige Tour 2021,2021,95,335,32.6,5 pts HL,341,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.7 vibration=138Hz power=43% sweetzone=18sqin
head-prestige-tour-2023,Head Prestige Tour 2023,2023,95,332,32.5,6 pts HL,330,62,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=13.7 vibration=141Hz power=42% sweetzone=17sqin
head-radical-mp-2023,Head Radical MP 2023,2023,98,318,33,4 pts HL,323,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.5 vibration=150Hz power=41% sweetzone=16sqin
head-radical-oversize-ltd,Head Radical Oversize Ltd.,,107,340,32.5,6 pts HL,334,64,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",Power,TWU: twistweight=16 vibration=139Hz power=42% sweetzone=18sqin
head-radical-pro-2023,Head Radical Pro 2023,2023,98,332,32.4,6 pts HL,325,64,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=150Hz power=41% sweetzone=17sqin
head-radical-team-2023,Head Radical Team 2023,2023,102,295,33,4 pts HL,305,63,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=143Hz power=39% sweetzone=15sqin
head-speed-mp-2022,Head Speed MP 2022,2022,100,315,33,4 pts HL,323,62,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=138Hz power=41% sweetzone=17sqin
head-speed-mp-2024,Head Speed MP 2024,2024,100,315,33,4 pts HL,330,60,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=138Hz power=42% sweetzone=18sqin
head-speed-mp-2026,Head Speed MP 2026,2026,100,318,33,4 pts HL,329,60,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.6 vibration=138Hz power=42% sweetzone=17sqin
head-speed-mp-l-2024,Head Speed MP L 2024,2024,100,295,33.5,2 pts HL,313,60,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.9 vibration=140Hz power=40% sweetzone=16sqin
head-speed-mp-l-2026,Head Speed MP L 2026,2026,100,295,33.5,2 pts HL,316,61,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.6 vibration=141Hz power=40% sweetzone=16sqin
head-speed-mp-ul-2026,Head Speed MP UL 2026,2026,100,278,33.5,2 pts HL,291,61,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.2 vibration=146Hz power=37% sweetzone=12sqin
head-speed-pro-2022,Head Speed Pro 2022,2022,100,326,32.5,6 pts HL,326,62,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.3 vibration=140Hz power=41% sweetzone=17sqin
head-speed-pro-2024,Head Speed Pro 2024,2024,100,329,32.5,6 pts HL,333,60,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.8 vibration=137Hz power=42% sweetzone=17sqin
head-speed-pro-2026,Head Speed Pro 2026,2026,100,326,32,7 pts HL,328,61,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.3 vibration=145Hz power=42% sweetzone=16sqin
head-speed-team-2024,Head Speed Team 2024,2024,105,283,33.5,3 pts HL,306,61,"24,24,24",16x19,"48,57",Medium,Medium,Medium,"24/24/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=143Hz power=39% sweetzone=15sqin length=27.2in
head-speed-team-2026,Head Speed Team 2026,2026,105,283,33.2,5 pts HL,303,62,"24,24,24",16x19,"48,57",Medium,Medium,Medium,"24/24/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.4 vibration=144Hz power=39% sweetzone=14sqin length=27.4in
head-speed-tour-2026,Head Speed Tour 2026,2026,97,323,32.5,6 pts HL,325,61,"23,23,23",16x19,"48,57",Low-Medium,Full,Fast,"23/23/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=140Hz power=41% sweetzone=17sqin
head-youtek-graphene-prestige-pwr,Head YOUTEK Graphene Prestige PWR,,107,275,35.2,2 pts HH,310,72,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Standard,TWU: twistweight=14.2 vibration=190Hz power=40% sweetzone=16sqin length=27.33in
head-youtek-graphene-speed-mp,Head YOUTEK Graphene Speed MP,,100,311,33.3,3 pts HL,320,66,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.6 vibration=142Hz power=41% sweetzone=16sqin
head-youtek-graphene-speed-pro,Head YOUTEK Graphene Speed PRO,,100,332,32.4,6 pts HL,330,68,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.2 vibration=145Hz power=42% sweetzone=17sqin
head-youtek-graphene-speed-pwr,Head YOUTEK Graphene Speed PWR,,115,275,34.3,1 pts HL,335,67,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.9 vibration=155Hz power=42% sweetzone=18sqin length=27.33in
head-youtek-graphene-speed-rev,Head YOUTEK Graphene Speed REV,,100,267,35,2 pts HH,301,63,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.8 vibration=144Hz power=38% sweetzone=14sqin
head-youtek-graphene-speed-s,Head YOUTEK Graphene Speed S,,100,292,34.6,1 pts HH,324,66,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.4 vibration=147Hz power=41% sweetzone=16sqin
prince-ats-textreme-tour-100-290,Prince ATS Textreme Tour 100 290,,100,306,33,4 pts HL,318,62,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=139Hz power=40% sweetzone=17sqin
prince-ats-textreme-tour-100-310,Prince ATS Textreme Tour 100 310,,100,326,32,7 pts HL,323,62,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=139Hz power=41% sweetzone=17sqin
prince-ats-textreme-tour-100p,Prince ATS Textreme Tour 100P,,100,322,32,7 pts HL,322,61,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.7 vibration=130Hz power=41% sweetzone=17sqin
prince-ats-textreme-tour-95,Prince ATS Textreme Tour 95,,95,337,31.8,8 pts HL,324,61,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=133Hz power=41% sweetzone=17sqin
prince-ats-textreme-tour-98,Prince ATS Textreme Tour 98,,98,323,32.5,6 pts HL,325,62,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=138Hz power=41% sweetzone=17sqin
prince-o3-legacy-105-2024,Prince O3 Legacy 105 2024,2024,105,295,34.5,Even,316,63,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=132Hz power=40% sweetzone=16sqin length=27.25in
prince-o3-legacy-120-2024,Prince O3 Legacy 120 2024,2024,120,275,36,4 pts HH,330,69,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=19.6 vibration=152Hz power=42% sweetzone=19sqin length=27.25in
prince-o3-phantom-100x-2025,Prince O3 Phantom 100X 2025,2025,100,326,32,7 pts HL,324,65,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=16.4 vibration=153Hz power=41% sweetzone=17sqin
prince-phantom-100,Prince Phantom 100,,100,328,32,7 pts HL,328,58,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=128Hz power=41% sweetzone=17sqin
prince-phantom-100g,Prince Phantom 100G,,100,326,32,7 pts HL,318,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=130Hz power=40% sweetzone=16sqin
prince-phantom-100g-lb,Prince Phantom 100G LB,,100,329,32.8,9 pts HL,335,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=13.9 vibration=128Hz power=42% sweetzone=16sqin length=28in
prince-phantom-100p,Prince Phantom 100P,,100,326,32.5,6 pts HL,328,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=15.6 vibration=135Hz power=42% sweetzone=18sqin
prince-phantom-100p-2024,Prince Phantom 100P 2024,2024,100,326,32.5,6 pts HL,324,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=129Hz power=41% sweetzone=17sqin
prince-phantom-100x-18x20,Prince Phantom 100X 18x20,,100,335,31.5,9 pts HL,324,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=14.5 vibration=134Hz power=41% sweetzone=17sqin
prince-phantom-100x-18x20-2024,Prince Phantom 100X 18x20 2024,2024,100,335,31.8,8 pts HL,327,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=14.7 vibration=121Hz power=41% sweetzone=17sqin
prince-phantom-100x-290g,Prince Phantom 100X 290g,,100,306,33,4 pts HL,319,58,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=133Hz power=40% sweetzone=16sqin
prince-phantom-100x-290g-2024,Prince Phantom 100X 290g 2024,2024,100,303,33,4 pts HL,317,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.4 vibration=122Hz power=40% sweetzone=14sqin
prince-phantom-100x-305g,Prince Phantom 100X 305g,,100,323,32.2,7 pts HL,321,58,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=133Hz power=41% sweetzone=16sqin
prince-phantom-100x-305g-2024,Prince Phantom 100X 305g 2024,2024,100,323,32.5,10 pts HH,320,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=122Hz power=40% sweetzone=16sqin length=23in
prince-phantom-107g,Prince Phantom 107G,,107,323,32,7 pts HL,319,63,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Standard,TWU: twistweight=15.5 vibration=136Hz power=40% sweetzone=17sqin
prince-phantom-107g-2024,Prince Phantom 107G 2024,2024,107,323,32,7 pts HL,320,62,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Standard,TWU: twistweight=15.6 vibration=125Hz power=40% sweetzone=17sqin
prince-phantom-93p-14x18,Prince Phantom 93P (14x18),,93,343,32,7 pts HL,329,62,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Standard,TWU: twistweight=14.3 vibration=139Hz power=42% sweetzone=17sqin
prince-phantom-93p-18x20,Prince Phantom 93P (18x20),,93,346,31.5,9 pts HL,329,60,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Standard Precision,TWU: twistweight=13.9 vibration=135Hz power=42% sweetzone=17sqin
prince-phantom-97p,Prince Phantom 97P,,97,335,31.8,8 pts HL,320,58,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Standard,TWU: twistweight=14.1 vibration=135Hz power=41% sweetzone=16sqin
prince-phantom-o3-100x,Prince Phantom O3 100X,,100,326,32,7 pts HL,325,60,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Standard,TWU: twistweight=15.8 vibration=135Hz power=41% sweetzone=17sqin
prince-phantom-pro-100,Prince Phantom Pro 100,,100,323,32.5,6 pts HL,320,54,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=129Hz power=41% sweetzone=17sqin
prince-phantom-pro-100-18x20,Prince Phantom Pro 100 (18x20),,100,337,31.5,9 pts HL,326,55,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control Precision,TWU: twistweight=15 vibration=130Hz power=41% sweetzone=17sqin
prince-phantom-pro-100p,Prince Phantom Pro 100P,,100,326,32.5,6 pts HL,329,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=137Hz power=42% sweetzone=17sqin
prince-phantom-pro-93p,Prince Phantom Pro 93P,,93,346,31.5,9 pts HL,330,61,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Control,TWU: twistweight=13.8 vibration=138Hz power=42% sweetzone=16sqin
prince-phantom-pro-93p-14x18,Prince Phantom Pro 93P (14x18),,93,343,32,7 pts HL,327,63,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Control,TWU: twistweight=13.6 vibration=146Hz power=42% sweetzone=13sqin
prince-ripstick-280,Prince RipStick 280,,100,295,34.8,2 pts HH,319,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=142Hz power=41% sweetzone=16sqin
prince-ripcord-100-265g-2025,Prince Ripcord 100 265g 2025,2025,100,278,34.7,1 pts HH,308,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=137Hz power=39% sweetzone=15sqin
prince-ripcord-100-280g-2025,Prince Ripcord 100 280g 2025,2025,100,295,33,4 pts HL,315,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.3 vibration=146Hz power=40% sweetzone=16sqin
prince-ripcord-100-300g-2025,Prince Ripcord 100 300g 2025,2025,100,318,32.4,6 pts HL,322,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.3 vibration=159Hz power=41% sweetzone=17sqin
prince-ripstick-100-280g-2025,Prince Ripstick 100 280g 2025,2025,100,295,34.5,1 pts HH,317,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.2 vibration=148Hz power=40% sweetzone=16sqin
prince-ripstick-100-300g-2025,Prince Ripstick 100 300g 2025,2025,100,318,33,4 pts HL,326,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=149Hz power=42% sweetzone=17sqin
prince-ripstick-98-2025,Prince Ripstick 98 2025,2025,98,323,32.1,7 pts HL,328,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=144Hz power=42% sweetzone=17sqin
prince-textreme-beast-100,Prince Textreme Beast 100,,100,318,32.5,6 pts HL,322,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=149Hz power=41% sweetzone=16sqin
prince-textreme-beast-98,Prince Textreme Beast 98,,98,323,32,7 pts HL,325,64,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=146Hz power=41% sweetzone=16sqin
prince-textreme-beast-o3-100,Prince Textreme Beast O3 100,,100,318,33,4 pts HL,315,69,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=166Hz power=40% sweetzone=16sqin
prince-textreme-beast-o3-104,Prince Textreme Beast O3 104,,104,298,34.3,Even,317,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=155Hz power=41% sweetzone=16sqin
prince-textreme-beast-o3-98,Prince Textreme Beast O3 98,,98,318,32.5,6 pts HL,326,69,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=151Hz power=41% sweetzone=17sqin
prince-textreme-beast-pro-100-lb,Prince Textreme Beast Pro 100 LB,,100,340,32,9 pts HL,351,67,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=145Hz power=44% sweetzone=19sqin length=27.5in
prince-textreme-tour-100-290-2019,Prince Textreme Tour 100 (290) (2019),2019,100,306,33.5,2 pts HL,325,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=138Hz power=41% sweetzone=15sqin
prince-textreme-tour-100-310-2019,Prince Textreme Tour 100 (310) (2019),2019,100,326,32,7 pts HL,327,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.3 vibration=145Hz power=41% sweetzone=17sqin
prince-textreme-tour-100-l,Prince Textreme Tour 100 L,,100,286,34.6,1 pts HH,311,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=145Hz power=40% sweetzone=15sqin
