id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
wilson-burn-100-ls-2017,Wilson Burn 100 LS (2017),2017,100,293,33.6,2 pts HL,301,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=163Hz power=39% sweetzone=14sqin
wilson-burn-100-ls-camo,Wilson Burn 100 LS CAMO,,100,293,33.6,2 pts HL,301,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=163Hz power=39% sweetzone=14sqin
wilson-burn-100-s,Wilson Burn 100 S,,100,316,34.1,1 pts HL,316,75,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.4 vibration=178Hz power=41% sweetzone=16sqin
wilson-burn-100-s-countervail,Wilson Burn 100 S Countervail,,100,324,33.3,3 pts HL,324,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=159Hz power=41% sweetzone=17sqin
wilson-burn-100-team,Wilson Burn 100 Team,,100,286,34.3,Even,290,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.4 vibration=140Hz power=37% sweetzone=12sqin
wilson-burn-100-team-2017,Wilson Burn 100 Team (2017),2017,100,286,34,1 pts HL,293,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.3 vibration=147Hz power=38% sweetzone=12sqin
wilson-burn-100-uls,Wilson Burn 100 ULS,,100,277,35.1,3 pts HH,298,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.1 vibration=163Hz power=38% sweetzone=13sqin
wilson-burn-100-uls-2017,Wilson Burn 100 ULS (2017),2017,100,281,34.1,1 pts HL,288,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=158Hz power=37% sweetzone=12sqin
wilson-burn-95,Wilson Burn 95,,95,331,33.6,3 pts HL,337,70,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=152Hz power=43% sweetzone=17sqin length=27.25in
wilson-burn-95-countervail,Wilson Burn 95 Countervail,,95,334,33.5,3 pts HL,350,70,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=155Hz power=44% sweetzone=19sqin length=27.25in
wilson-burn-fst-95,Wilson Burn FST 95,,95,338,32.7,5 pts HL,326,72,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=158Hz power=42% sweetzone=17sqin
wilson-burn-fst-99,Wilson Burn FST 99,,99,324,32.4,6 pts HL,308,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=126Hz power=39% sweetzone=14sqin
wilson-burn-fst-99s,Wilson Burn FST 99S,,99,317,32,7 pts HL,304,74,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.1 vibration=131Hz power=39% sweetzone=14sqin
wilson-clash-100,Wilson Clash 100,,100,312,32,7 pts HL,312,55,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=121Hz power=40% sweetzone=15sqin
wilson-clash-100-pro-silver,Wilson Clash 100 Pro Silver,,100,326,31.5,9 pts HL,322,55,"24,24,24",16x20,"50,60",Medium,Full,Fast,"24/24/24mm beam, 16x20 pattern",Control,TWU: twistweight=14.4 vibration=118Hz power=40% sweetzone=15sqin
wilson-clash-100-pro-v2,Wilson Clash 100 Pro v2,,100,326,31.5,9 pts HL,325,59,"24,24,24",16x20,"50,60",Medium,Full,Fast,"24/24/24mm beam, 16x20 pattern",Control,TWU: twistweight=14.2 vibration=126Hz power=41% sweetzone=17sqin
wilson-clash-100-pro-v3,Wilson Clash 100 Pro v3,,100,323,32,7 pts HL,327,57,"24,24,24",16x20,"50,60",Medium,Full,Fast,"24/24/24mm beam, 16x20 pattern",Control,TWU: twistweight=14.9 vibration=123Hz power=41% sweetzone=17sqin
wilson-clash-100-reverse,Wilson Clash 100 Reverse,,100,312,32,7 pts HL,312,55,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=121Hz power=40% sweetzone=15sqin
wilson-clash-100-silver,Wilson Clash 100 Silver,,100,312,32,7 pts HL,312,55,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.6 vibration=121Hz power=40% sweetzone=15sqin
wilson-clash-100-tour,Wilson Clash 100 Tour,,100,326,31.5,9 pts HL,322,55,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=118Hz power=40% sweetzone=15sqin
wilson-clash-100-v2,Wilson Clash 100 v2,,100,313,32,7 pts HL,313,57,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=125Hz power=40% sweetzone=14sqin
wilson-clash-100-v3,Wilson Clash 100 v3,,100,312,32,7 pts HL,308,54,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=127Hz power=39% sweetzone=15sqin
wilson-clash-100l,Wilson Clash 100L,,100,292,32.5,6 pts HL,300,54,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.4 vibration=120Hz power=38% sweetzone=14sqin
wilson-clash-100l-silver,Wilson Clash 100L Silver,,100,292,32.5,6 pts HL,300,54,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.4 vibration=120Hz power=38% sweetzone=14sqin
wilson-clash-100l-v3,Wilson Clash 100L v3,,100,295,32.5,6 pts HL,301,54,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=133Hz power=38% sweetzone=14sqin
wilson-clash-100s,Wilson Clash 100S,,100,309,32,7 pts HL,317,54,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=117Hz power=40% sweetzone=14sqin
wilson-clash-108,Wilson Clash 108,,108,295,34.5,Even,312,56,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.7 vibration=127Hz power=40% sweetzone=16sqin length=27.25in
wilson-clash-108-v3,Wilson Clash 108 v3,,108,295,34.3,1 pts HL,312,58,"24,24,24",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"24/24/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=133Hz power=40% sweetzone=16sqin length=27.25in
wilson-clash-98,Wilson Clash 98,,98,326,31.5,9 pts HL,326,55,"24,24,24",16x20,"50,60",Medium,Full,Fast,"24/24/24mm beam, 16x20 pattern",Standard,TWU: twistweight=13.9 vibration=120Hz power=41% sweetzone=15sqin
wilson-clash-98-v2,Wilson Clash 98 v2,,98,326,31.8,8 pts HL,327,60,"24,24,24",16x20,"50,60",Medium,Full,Fast,"24/24/24mm beam, 16x20 pattern",Standard,TWU: twistweight=14.2 vibration=126Hz power=41% sweetzone=17sqin
wilson-envy-100-l,Wilson Envy 100 L,,110,282,34.1,1 pts HL,286,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.1 vibration=142Hz power=37% sweetzone=11sqin
wilson-envy-110-ul,Wilson Envy 110 UL,,110,260,38.9,13 pts HH,317,73,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=17.8 vibration=198Hz power=41% sweetzone=18sqin length=27.5in
wilson-hyper-hammer-5-3-stretch,Wilson Hyper Hammer 5.3 Stretch,,110,283,35.6,2 pts HH,323,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=157Hz power=39% sweetzone=14sqin length=27.5in
wilson-hyper-hammer-6-3-os,Wilson Hyper Hammer 6.3 OS,,110,268,35.9,3 pts HH,314,56,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.6 vibration=127Hz power=38% sweetzone=14sqin length=27.5in
wilson-juice-100,Wilson Juice 100,,100,317,33.6,2 pts HL,325,73,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.1 vibration=175Hz power=42% sweetzone=18sqin
wilson-juice-100l,Wilson Juice 100L,,100,294,35.4,3 pts HH,327,73,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.6 vibration=169Hz power=42% sweetzone=18sqin
wilson-juice-100s,Wilson Juice 100S,,100,317,33,4 pts HL,320,75,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.8 vibration=177Hz power=41% sweetzone=17sqin
wilson-juice-100ul,Wilson Juice 100UL,,100,278,35.5,4 pts HH,318,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=172Hz power=41% sweetzone=16sqin
wilson-juice-108,Wilson Juice 108,,108,297,35,1 pts HH,329,73,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=16.1 vibration=170Hz power=42% sweetzone=18sqin length=27.25in
wilson-k-factor-kobra-team-fx,Wilson K Factor Kobra Team FX,,100,318,31.9,8 pts HL,297,59,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=11.7 vibration=134Hz power=37% sweetzone=11sqin
wilson-k-factor-kobra-tour,Wilson K Factor Kobra Tour,,100,320,32,7 pts HL,311,59,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=136Hz power=39% sweetzone=13sqin
wilson-kblade-98,Wilson KBlade 98,,98,315,32.7,5 pts HL,321,64,"21,21,21",16x19,"50,60",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=10.5 vibration=145Hz power=40% sweetzone=14sqin
wilson-kblade-team-104,Wilson KBlade Team 104,,104,305,32.7,6 pts HL,309,57,"21,21,21",16x19,"50,60",Low-Medium,Medium-Full,Medium-Fast,"21/21/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=12.8 vibration=129Hz power=39% sweetzone=16sqin length=27.25in
wilson-kblade-tour,Wilson KBlade Tour,,93,335,31.4,9 pts HL,315,65,"21,21,21",16x19,"50,60",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Control,TWU: twistweight=9.8 vibration=148Hz power=40% sweetzone=15sqin
wilson-kbrave,Wilson KBrave,,105,273,34.8,2 pts HH,295,58,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=132Hz power=37% sweetzone=12sqin
wilson-kfive-os,Wilson KFive OS,,108,291,37.5,9 pts HH,335,50,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=19.4 vibration=113Hz power=42% sweetzone=19sqin length=27.25in
wilson-kfour-105-mp,Wilson KFour 105 MP,,105,279,34.9,1 pts HH,309,75,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.7 vibration=171Hz power=39% sweetzone=14sqin length=27.25in
wilson-kfour-112-os,Wilson KFour 112 OS,,112,283,37.8,9 pts HH,350,65,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Lightweight,TWU: twistweight=21.5 vibration=148Hz power=43% sweetzone=21sqin length=27.5in
wilson-kfour-fx,Wilson KFour.FX,,107,280,35.8,3 pts HH,326,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.3 vibration=162Hz power=42% sweetzone=17sqin length=27.5in
wilson-kfury,Wilson KFury,,100,281,33.5,2 pts HL,290,50,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.1 vibration=113Hz power=36% sweetzone=10sqin
wilson-kone,Wilson KOne,,122,266,38.1,10 pts HH,328,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=23.2 vibration=164Hz power=40% sweetzone=19sqin length=27.5in
wilson-kone-fx,Wilson KOne.FX,,122,269,38.5,11 pts HH,335,73,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=21 vibration=166Hz power=41% sweetzone=20sqin length=27.5in
wilson-kpro-open,Wilson KPro Open,,100,308,32.4,6 pts HL,295,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=12 vibration=150Hz power=38% sweetzone=12sqin
wilson-kpro-staff-88,Wilson KPro Staff 88,,88,361,32.5,6 pts HL,348,69,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=157Hz power=43% sweetzone=19sqin
wilson-kpro-team-fx,Wilson KPro Team.FX,,100,296,33.8,2 pts HL,308,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13 vibration=152Hz power=38% sweetzone=13sqin
wilson-kpro-tour,Wilson KPro Tour,,96,321,31.1,10 pts HL,286,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11 vibration=141Hz power=37% sweetzone=11sqin
wilson-ksix-one-95-16x18,Wilson KSix-One 95 (16x18),,95,336,31.2,10 pts HL,337,67,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard Spin,TWU: twistweight=12.3 vibration=152Hz power=41% sweetzone=16sqin
wilson-ksix-one-95-18x20,Wilson KSix-One 95 (18x20),,95,348,31.6,8 pts HL,339,67,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard Precision,TWU: twistweight=12.9 vibration=152Hz power=41% sweetzone=16sqin
wilson-ksix-one-tour-90,Wilson KSix-One Tour 90,,90,361,31.8,8 pts HL,338,65,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Control,TWU: twistweight=12.5 vibration=148Hz power=41% sweetzone=16sqin
wilson-ksix-one-x,Wilson KSix-One X,,95,352,34.9,Even,362,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.9 vibration=150Hz power=44% sweetzone=19sqin length=27.5in
wilson-ksix-two-mp,Wilson KSix-Two MP,,100,295,33,4 pts HL,304,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=12 vibration=155Hz power=38% sweetzone=13sqin
wilson-ksting-105,Wilson KSting 105,,105,272,34.6,Even,289,58,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=132Hz power=38% sweetzone=13sqin length=27.25in
wilson-ksurge,Wilson KSurge,,100,298,33.5,2 pts HL,306,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.4 vibration=155Hz power=38% sweetzone=13sqin
wilson-kthree-os,Wilson KThree OS,,115,269,37.5,8 pts HH,311,43,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=16.9 vibration=97Hz power=40% sweetzone=15sqin length=27.5in
wilson-kthree-fx,Wilson KThree.FX,,115,269,37,8 pts HH,310,44,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.2 vibration=99Hz power=39% sweetzone=14sqin length=27.25in
wilson-ktour-mp,Wilson KTour MP,,95,303,34.3,1 pts HL,326,64,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11.5 vibration=145Hz power=42% sweetzone=17sqin length=27.33in
wilson-ktour-team-fx,Wilson KTour Team.FX,,102,293,34.2,1 pts HL,314,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=12.3 vibration=143Hz power=39% sweetzone=14sqin length=27.25in
wilson-kzen-mp,Wilson KZen MP,,103,320,33.3,4 pts HL,333,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.1 vibration=162Hz power=41% sweetzone=16sqin length=27.25in
wilson-kzen-team,Wilson KZen Team,,103,284,35.2,2 pts HH,319,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.3 vibration=159Hz power=40% sweetzone=15sqin length=27.25in
wilson-kzen-team-fx-orange,Wilson KZen Team.FX Orange,,103,281,35.1,2 pts HH,305,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.1 vibration=159Hz power=38% sweetzone=13sqin length=27.25in
wilson-labs-project-shift-99-300g,Wilson Labs Project Shift 99 300g,,99,320,32.4,6 pts HL,320,68,"23.5,23.5,23.5",16x20,"48,58",Low-Medium,Medium-Full,Medium-Fast,"23.5/23.5/23.5mm beam, 16x20 pattern",Control,TWU: twistweight=14.5 vibration=152Hz power=41% sweetzone=16sqin
wilson-labs-project-shift-99-315g,Wilson Labs Project Shift 99 315g,,99,332,32.4,6 pts HL,329,68,"23.5,23.5,23.5",16x20,"48,58",Low-Medium,Medium-Full,Medium-Fast,"23.5/23.5/23.5mm beam, 16x20 pattern",Control,TWU: twistweight=15.1 vibration=149Hz power=42% sweetzone=17sqin
wilson-n-fury-os,Wilson N Fury OS,,110,268,35.2,3 pts HH,291,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=152Hz power=37% sweetzone=12sqin
wilson-pro-open-100,Wilson Pro Open 100,,100,313,33.6,2 pts HL,319,74,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=168Hz power=41% sweetzone=16sqin
wilson-pro-staff-100l,Wilson Pro Staff 100L,,100,301,33.3,3 pts HL,295,66,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=152Hz power=38% sweetzone=13sqin
wilson-pro-staff-100ls,Wilson Pro Staff 100LS,,100,298,33.4,3 pts HL,292,64,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=152Hz power=38% sweetzone=12sqin
wilson-pro-staff-6-0-85,Wilson Pro Staff 6.0 85,,85,362,31,10 pts HL,323,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=12.3 vibration=141Hz power=41% sweetzone=16sqin
wilson-pro-staff-6-1-100-v13,Wilson Pro Staff 6.1 100 V13,,100,323,32.6,5 pts HL,323,64,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=139Hz power=41% sweetzone=16sqin
wilson-pro-staff-90,Wilson Pro Staff 90,,90,346,32,7 pts HL,315,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=146Hz power=40% sweetzone=15sqin
wilson-pro-staff-95,Wilson Pro Staff 95,,95,332,32.6,5 pts HL,309,62,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=142Hz power=39% sweetzone=15sqin
wilson-pro-staff-95s-2014,Wilson Pro Staff 95S (2014),2014,95,327,32.2,7 pts HL,300,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=147Hz power=38% sweetzone=13sqin
wilson-pro-staff-95s-2015,Wilson Pro Staff 95S (2015),2015,95,321,33.8,2 pts HL,314,62,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=145Hz power=40% sweetzone=16sqin
wilson-pro-staff-97,Wilson Pro Staff 97,,97,325,32,7 pts HL,312,66,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=144Hz power=40% sweetzone=15sqin
wilson-pro-staff-97-2016,Wilson Pro Staff 97 (2016),2016,97,330,32.5,6 pts HL,326,68,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=152Hz power=42% sweetzone=17sqin
wilson-pro-staff-97-countervail,Wilson Pro Staff 97 Countervail,,97,332,32,7 pts HL,320,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=147Hz power=41% sweetzone=14sqin
wilson-pro-staff-97-countervail-black,Wilson Pro Staff 97 Countervail Black,,97,327,32.1,7 pts HL,303,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=147Hz power=39% sweetzone=14sqin
wilson-pro-staff-97-ls,Wilson Pro Staff 97 LS,,97,307,33.5,2 pts HL,313,65,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=149Hz power=40% sweetzone=15sqin
wilson-pro-staff-97-ls-black-2016,Wilson Pro Staff 97 LS Black (2016),2016,97,304,33,4 pts HL,298,68,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.1 vibration=157Hz power=38% sweetzone=13sqin
wilson-pro-staff-97-rf-autograph,Wilson Pro Staff 97 RF Autograph,,97,359,31.8,8 pts HL,338,70,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=150Hz power=43% sweetzone=18sqin
wilson-pro-staff-97-v13,Wilson Pro Staff 97 v13,,97,332,32,7 pts HL,321,66,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=143Hz power=41% sweetzone=16sqin
wilson-pro-staff-97-v14,Wilson Pro Staff 97 v14,,97,332,32,7 pts HL,332,66,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=15 vibration=148Hz power=42% sweetzone=18sqin
wilson-pro-staff-97l,Wilson Pro Staff 97L,,97,306,33.3,3 pts HL,315,70,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=152Hz power=40% sweetzone=16sqin
wilson-pro-staff-97l-countervail-black,Wilson Pro Staff 97L Countervail Black,,97,308,33.4,3 pts HL,310,70,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.3 vibration=162Hz power=40% sweetzone=15sqin
wilson-pro-staff-97l-countervail-camo,Wilson Pro Staff 97L Countervail CAMO,,97,308,33.4,3 pts HL,310,70,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.3 vibration=162Hz power=40% sweetzone=15sqin
wilson-pro-staff-97l-v13,Wilson Pro Staff 97L v13,,97,306,33.3,3 pts HL,311,69,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.2 vibration=158Hz power=40% sweetzone=15sqin
wilson-pro-staff-97s-2016,Wilson Pro Staff 97S (2016),2016,97,324,33,4 pts HL,317,67,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=150Hz power=40% sweetzone=16sqin
wilson-pro-staff-rf97-autograph-2016,Wilson Pro Staff RF97 Autograph (2016),2016,97,354,31.3,9 pts HL,322,69,"21.5,21.5,21.5",16x19,"50,60",Low,Full,Fast,"21.5/21.5/21.5mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=151Hz power=41% sweetzone=16sqin
